layer_size,activation,solver,iter,clf_time,learn_time,presicion
100,tanh,sgd|constant,300,1.03794527053833,1960.7319946289065,0.9504113080755416
100,tanh,sgd|constant,400,1.042949676513672,2615.6241896152496,0.954003012397173
100,tanh,sgd|invscaling,200,1.045952558517456,84.9293167591095,0.8688062410690148
100,tanh,sgd|invscaling,300,1.0529587268829346,84.8422384262085,0.8679565905843278
100,tanh,sgd|invscaling,400,1.0529584884643557,84.71111869812012,0.8684972772564014
100,tanh,sgd|adaptive,200,1.0429494380950928,1302.4757368564606,0.9472444289962538
100,tanh,sgd|adaptive,300,1.0529584884643557,1949.261552333832,0.9496775190205848
100,tanh,sgd|adaptive,400,1.0449516773223877,2597.6087894439697,0.95496852431159
100,tanh,adam,200,1.0399470329284668,1317.723618268967,0.9545436990692464
100,tanh,adam,300,1.0629675388336182,1976.688520908356,0.9514926814196888
100,tanh,adam,400,1.0619666576385498,2633.8347685337067,0.9478623566214808
100,relu,lbfgs,200,0.2972702980041504,692.1817812919617,0.9592167767350248
100,relu,lbfgs,300,0.3303029537200928,1063.883529663086,0.9555092109836636
100,relu,lbfgs,400,0.3042778968811035,1415.5416688919067,0.9534237052485228
100,relu,sgd|constant,200,0.3042774200439453,726.8707222938538,0.9552388676476268
100,relu,sgd|constant,300,0.300271987915039,1089.0464367866516,0.957749198625111
100,relu,sgd|constant,400,0.2992725372314453,1453.7484514713287,0.9584443672034912
100,relu,sgd|invscaling,200,0.3012721538543701,54.559669971466064,0.8695786506005484
100,relu,sgd|invscaling,300,0.2972710132598877,54.223363637924194,0.8718958791951492
100,relu,sgd|invscaling,400,0.3092808723449707,54.73382735252381,0.8711620901401923
100,relu,sgd|adaptive,200,0.3222932815551758,725.5134871006012,0.95508438574132
100,relu,sgd|adaptive,300,0.323293924331665,1089.4648177623749,0.9574016143359207
100,relu,sgd|adaptive,400,0.3132846355438232,1453.412145614624,0.958830571969258
100,relu,adam,200,0.3052775859832763,685.3829531669617,0.9583285057737612
100,relu,adam,300,0.2992727756500244,599.7279756069183,0.9574402348124976
100,relu,adam,400,0.2992713451385498,642.473890542984,0.9583285057737612
200,identity,lbfgs,200,0.4594192504882812,45.52944850921631,0.871084849187039
200,identity,lbfgs,300,0.4474084377288818,49.047651052474976,0.8707372648978489
200,identity,lbfgs,400,0.454413890838623,55.94292902946472,0.8706214034681188
200,identity,sgd|constant,200,0.4544136524200439,64.08233737945557,0.8710076082338856
200,identity,sgd|constant,300,0.4734315872192383,66.20627164840698,0.8710462287104623
200,identity,sgd|constant,400,0.502457857131958,62.41381812095642,0.8710462287104623
200,identity,sgd|invscaling,200,0.5044605731964111,53.89006757736206,0.8669910786699108
200,identity,sgd|invscaling,300,0.4934492111206054,53.97914099693298,0.8681883134437879
200,identity,sgd|invscaling,400,0.5024583339691162,54.077229499816895,0.8683814158266713
200,identity,sgd|adaptive,200,0.4594180583953857,290.65960788726807,0.8708531263275788
200,identity,sgd|adaptive,300,0.4954514503479004,290.16816115379333,0.8708531263275788
200,identity,sgd|adaptive,400,0.4694263935089111,294.62421703338623,0.8708917468041556
200,identity,adam,200,0.4764337539672851,166.90694785118103,0.871084849187039
200,identity,adam,300,0.4954507350921631,196.666038274765,0.8705441625149655
200,identity,adam,400,0.4514105319976806,174.78311848640442,0.8707758853744255
200,logistic,lbfgs,200,2.190995693206787,501.80883169174194,0.8708531263275788
200,logistic,lbfgs,300,2.240037202835083,501.8248496055603,0.8711234696636156
200,logistic,lbfgs,400,2.190994501113892,690.9179909229279,0.8713551925230757
200,logistic,sgd|constant,200,2.2020044326782227,471.123898267746,0.871200710616769
200,logistic,sgd|constant,300,2.183988332748413,483.4541230201721,0.8705441625149655
200,logistic,sgd|constant,400,2.205007076263428,483.583240032196,0.8715096744293824
200,logistic,sgd|invscaling,200,2.1959986686706543,359.8065583705902,0.8348588421581122
200,logistic,sgd|invscaling,300,2.2190206050872803,376.6290717124939,0.8327733364229715
200,logistic,sgd|invscaling,400,2.2450430393218994,384.296854019165,0.832464372610358
200,logistic,sgd|adaptive,200,2.272067785263061,1357.9419193267822,0.8713551925230757
100,identity,lbfgs,200,0.26824474334716797,35.0849392414093,0.8708531263275788
100,identity,lbfgs,300,0.2722461223602295,35.07887029647827,0.8709689877573089
100,identity,lbfgs,400,0.2772533893585205,29.148279666900635,0.8706214034681188
100,identity,sgd|constant,200,0.2772524356842041,36.653252601623535,0.8707758853744255
100,identity,sgd|constant,300,0.2742493152618408,38.519659757614136,0.8708917468041556
100,identity,sgd|constant,400,0.2772524356842041,36.51844096183777,0.8711234696636156
100,identity,sgd|invscaling,200,0.26775097846984863,30.604292392730713,0.867454524388831
100,identity,sgd|invscaling,300,0.26924610137939453,30.340866804122925,0.8682655543969413
100,identity,sgd|invscaling,400,0.26824283599853516,30.30959463119507,0.870003475842892
100,identity,sgd|adaptive,200,0.26824426651000977,167.61559224128723,0.8708145058510022
100,identity,sgd|adaptive,300,0.26925158500671387,173.37888860702515,0.8708917468041556
100,identity,sgd|adaptive,400,0.270244836807251,176.09121584892273,0.8708917468041556
100,identity,adam,200,0.27278757095336914,84.77865028381348,0.8703896806086587
100,identity,adam,300,0.2742495536804199,102.31973767280579,0.8712393310933457
100,identity,adam,400,0.272247314453125,72.30921411514282,0.8704283010852354
100,logistic,lbfgs,200,1.1450669765472412,379.2975299358368,0.8716255358591125
100,logistic,lbfgs,300,1.1464526653289795,215.29249620437622,0.8707758853744255
100,logistic,lbfgs,400,1.1650612354278564,310.1745309829712,0.8713938129996525
100,logistic,sgd|constant,200,1.1457860469818115,262.8428497314453,0.8700420963194686
100,logistic,sgd|constant,300,1.1499130725860596,249.65048742294312,0.8713551925230757
100,logistic,sgd|constant,400,1.149343729019165,242.9869155883789,0.8706214034681188
100,logistic,sgd|invscaling,200,1.151268720626831,196.95710158348083,0.8347429807283822
100,logistic,sgd|invscaling,300,1.1500468254089355,196.92182278633118,0.8354381493067624
100,logistic,sgd|invscaling,400,1.148047924041748,196.3167417049408,0.8337388483373885
100,logistic,sgd|adaptive,200,1.1490464210510254,649.4957919120789,0.8713938129996525
100,logistic,sgd|adaptive,300,1.1590542793273926,595.3019709587097,0.871200710616769
100,logistic,sgd|adaptive,400,1.1430397033691406,617.4167945384979,0.871200710616769
100,logistic,adam,200,1.1850781440734863,1350.3663349151611,0.960529872938632
100,logistic,adam,300,1.162057638168335,1980.8876910209656,0.9567064457575406
100,logistic,adam,400,1.176069974899292,2715.490139722824,0.9532692233422161
100,tanh,lbfgs,200,1.0659708976745605,1302.9719412326813,0.9583285057737613
100,tanh,lbfgs,300,1.0549604892730713,1968.0665726661682,0.9579423010079945
100,tanh,lbfgs,400,1.147043228149414,2769.9068343639374,0.9579036805314177
100,tanh,sgd|constant,200,1.200498342514038,1505.348376750946,0.9455065075503032
200,logistic,sgd|adaptive,300,2.5327494144439697,1440.6784360408783,0.8712779515699224
200,logistic,sgd|adaptive,400,2.620002031326294,1425.344130039215,0.871316572046499
200,logistic,adam,200,2.289517402648926,2907.8694231510162,0.9575947167188044
200,logistic,adam,300,2.264061450958252,4239.737873792648,0.9546981809755533
200,logistic,adam,400,2.2450437545776367,5438.511119842529,0.9541961147800564
200,tanh,lbfgs,200,2.044861078262329,2629.401240825653,0.9584057467269146
200,tanh,lbfgs,300,2.0478649139404297,4009.053421974182,0.9600278067431353
200,tanh,lbfgs,400,2.0848987102508545,5221.954212427139,0.9582898852971846
200,tanh,sgd|constant,200,2.061875581741333,193.39105939865112,0.8710462287104623
200,tanh,sgd|constant,300,2.0618767738342285,244.4585485458374,0.8712393310933457
200,tanh,sgd|constant,400,2.04486083984375,206.38588738441467,0.8711234696636156
200,tanh,sgd|invscaling,200,2.04386043548584,167.05908608436584,0.8678407291545978
200,tanh,sgd|invscaling,300,2.061877489089966,167.43242502212524,0.8684200363032479
200,tanh,sgd|invscaling,400,2.0618762969970703,167.6436185836792,0.8677248677248677
200,tanh,sgd|adaptive,200,2.0448622703552246,921.835212469101,0.8711620901401923
200,tanh,sgd|adaptive,300,2.063877820968628,889.8611052036285,0.871084849187039
200,tanh,sgd|adaptive,400,2.0488648414611816,895.3901386260986,0.871084849187039
200,tanh,adam,200,2.047865152359009,2559.865428686142,0.9530761209593326
200,tanh,adam,300,2.051866292953491,3881.9450118541718,0.952921639053026
200,tanh,adam,400,2.0678842067718506,5216.33380150795,0.9511837176070753
200,relu,lbfgs,200,0.546497106552124,1408.7024433612823,0.9570154095701541
200,relu,lbfgs,300,0.5625114440917969,2144.7825520038605,0.956551963851234
200,relu,lbfgs,400,0.5705199241638184,2875.1304366588593,0.9538871509674429
200,relu,sgd|constant,200,0.5414934158325195,1367.1255917549133,0.954003012397173
200,relu,sgd|constant,300,0.5424933433532715,2054.589439868927,0.9565133433746572
200,relu,sgd|constant,400,0.5645146369934082,2783.9834587574005,0.9590236743521415
200,relu,sgd|invscaling,200,0.5484998226165771,105.2047746181488,0.8710076082338856
200,relu,sgd|invscaling,300,0.5504980087280273,99.12724494934082,0.8708917468041556
200,relu,sgd|invscaling,400,0.5424931049346924,97.74198198318481,0.8715869153825359
200,relu,sgd|adaptive,200,0.5505013465881348,1411.6671421527863,0.9547754219287066
200,relu,sgd|adaptive,300,0.5414931774139404,2120.5765104293823,0.9571312709998842
200,relu,sgd|adaptive,400,0.5374882221221924,2708.2435092926025,0.9580195419611478
200,relu,adam,200,0.5354878902435303,941.6132161617279,0.957633337195381
200,relu,adam,300,0.5464975833892822,1135.2264783382416,0.9553547290773569
200,relu,adam,400,0.5525016784667969,1200.7551333904266,0.9535395666782528
300,identity,lbfgs,200,0.6736140251159668,71.2428572177887,0.8706986444212722
300,identity,lbfgs,300,0.6345775127410889,55.84884166717529,0.8714710539528058
300,identity,lbfgs,400,0.6455883979797363,65.91700768470764,0.8709689877573089
300,identity,sgd|constant,200,0.6205644607543945,97.56482076644897,0.8709303672807323
300,identity,sgd|constant,300,0.6095552444458008,97.52578330039978,0.8712779515699224
300,identity,sgd|constant,400,0.6125576496124268,97.5377938747406,0.8709689877573089
300,identity,sgd|invscaling,200,0.6215653419494629,84.40484023094177,0.8679179701077512
300,identity,sgd|invscaling,300,0.6305739879608154,84.26871514320374,0.8681110724906346
300,identity,sgd|invscaling,400,0.60555100440979,84.5149405002594,0.8688062410690148
300,identity,sgd|adaptive,200,0.627570629119873,460.4561858177185,0.8709303672807323
300,identity,sgd|adaptive,300,0.5965437889099121,460.5032272338867,0.8708531263275788
300,identity,sgd|adaptive,400,0.6185626983642578,467.1793074607849,0.8709303672807323
300,identity,adam,200,0.6145598888397217,255.11524844169617,0.8708531263275788
300,identity,adam,300,0.6215658187866211,278.4414849281311,0.8666821148572973
300,identity,adam,400,0.6175620555877686,201.17013931274414,0.870466921561812
300,logistic,lbfgs,200,3.33103346824646,863.345965385437,0.8707372648978489
300,logistic,lbfgs,300,3.285991668701172,1232.3933968544006,0.8710076082338856
300,logistic,lbfgs,400,3.4003241062164307,1144.6445405483246,0.871200710616769
300,logistic,sgd|constant,200,3.290675163269043,973.2263841629028,0.8705441625149655
300,logistic,sgd|constant,300,3.3068549633026123,869.0968823432922,0.8691924458347816
300,logistic,sgd|constant,400,3.316011428833008,911.1080296039581,0.8716255358591125
300,logistic,sgd|invscaling,200,3.2495789527893066,610.9885115623474,0.8325029930869347
300,logistic,sgd|invscaling,300,3.256103038787842,631.4089336395264,0.8332367821418917
300,logistic,sgd|invscaling,400,3.3326284885406494,612.5179498195648,0.832696095469818
300,logistic,sgd|adaptive,200,3.297422170639038,1953.2195947170258,0.8711620901401923
300,logistic,sgd|adaptive,300,3.3785512447357178,1989.283082485199,0.8711620901401923
300,logistic,sgd|adaptive,400,3.3462023735046387,1966.7362878322601,0.871200710616769
300,logistic,adam,200,3.3464348316192627,4355.1647119522095,0.9587147105395281
300,logistic,adam,300,3.6395912170410156,6534.490845680237,0.9553161086007801
300,logistic,adam,400,3.5598654747009277,9735.456963300705,0.9539257714440196
300,tanh,lbfgs,200,3.2372777462005615,4466.41504907608,0.956551963851234
300,tanh,lbfgs,300,3.224935531616211,256.29578471183777,0.8708531263275788
300,tanh,lbfgs,400,3.043562412261963,8343.425085783005,0.9591395357818715
300,tanh,sgd|constant,200,2.9820361137390137,310.6729338169098,0.8709689877573089
300,tanh,sgd|constant,300,3.053701400756836,331.5217990875244,0.8711234696636156
300,tanh,sgd|constant,400,2.9925637245178223,476.4869291782379,0.8710462287104623
300,tanh,sgd|invscaling,200,3.0021586418151855,268.90173745155334,0.868304174873518
300,tanh,sgd|invscaling,300,3.021376371383667,268.7652499675751,0.8682269339203645
300,tanh,sgd|invscaling,400,3.0267820358276367,269.00572967529297,0.8682655543969413
300,tanh,sgd|adaptive,200,2.9847171306610107,1483.105498790741,0.8710076082338856
300,tanh,sgd|adaptive,300,2.9867193698883057,1430.1876156330109,0.871084849187039
300,tanh,sgd|adaptive,400,2.9687018394470215,1411.939389705658,0.8710076082338856
300,tanh,adam,200,3.0687918663024902,4290.765192270279,0.9534237052485227
300,tanh,adam,300,3.076801061630249,6399.308748245239,0.9528830185764492
300,tanh,adam,400,3.0597851276397705,8622.087106704712,0.9484030432935543
300,relu,lbfgs,200,0.7236590385437012,2024.7500414848328,0.9587919514926814
300,relu,lbfgs,300,0.7216567993164062,3038.853187084198,0.9544664581160931
300,relu,lbfgs,400,0.7176525592803955,4058.423217535019,0.9545436990692465
300,relu,sgd|constant,200,0.7256617546081543,2285.3014721870422,0.95496852431159
300,relu,sgd|constant,300,0.7306661605834961,3428.7003905773163,0.9573243733827675
300,relu,sgd|constant,400,0.7992343902587891,4626.017516136169,0.9585602286332213
300,relu,sgd|invscaling,200,0.7406814098358154,174.86687231063843,0.8706600239446954
300,relu,sgd|invscaling,300,0.7603626251220703,163.5628604888916,0.8712393310933457
300,relu,sgd|invscaling,400,0.7622313499450684,175.36737704277039,0.8708531263275788
300,relu,sgd|adaptive,200,0.8240416049957275,2365.020524740219,0.95485266288186
300,relu,sgd|adaptive,300,0.8654336929321289,3518.3623046875,0.9568995481404241
300,relu,sgd|adaptive,400,0.813328742980957,4671.654281139374,0.9584443672034912
300,relu,adam,200,0.7662613391876221,1535.08735704422,0.9567450662341174
300,relu,adam,300,0.7543845176696777,1546.1644825935364,0.9568223071872707
300,relu,adam,400,0.7757434844970703,2017.8925025463104,0.955818174796277
